==> 2df0:  INC BC              PC:2df1 AF:0002 BC:4710 DE:1600 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [03 15 c2]
==> 2df1:  DEC D               PC:2df2 AF:0002 BC:4710 DE:1500 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [15 c2 ef]
==> 2df2:  JP NZ, 2defh        PC:2def AF:0002 BC:4710 DE:1500 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [c2 ef 2d]
==> 2def:  LD (BC), A          PC:2df0 AF:0002 BC:4710 DE:1500 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [02 03 15]
==> 2df0:  INC BC              PC:2df1 AF:0002 BC:4711 DE:1500 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [03 15 c2]
==> 2df1:  DEC D               PC:2df2 AF:0002 BC:4711 DE:1400 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [15 c2 ef]
==> 2df2:  JP NZ, 2defh        PC:2def AF:0002 BC:4711 DE:1400 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [c2 ef 2d]
==> 2def:  LD (BC), A          PC:2df0 AF:0002 BC:4711 DE:1400 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [02 03 15]
==> 2df0:  INC BC              PC:2df1 AF:0002 BC:4712 DE:1400 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [03 15 c2]
==> 2df1:  DEC D               PC:2df2 AF:0002 BC:4712 DE:1300 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [15 c2 ef]
==> 2df2:  JP NZ, 2defh        PC:2def AF:0002 BC:4712 DE:1300 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [c2 ef 2d]
==> 2def:  LD (BC), A          PC:2df0 AF:0002 BC:4712 DE:1300 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [02 03 15]
==> 2df0:  INC BC              PC:2df1 AF:0002 BC:4713 DE:1300 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [03 15 c2]
==> 2df1:  DEC D               PC:2df2 AF:0002 BC:4713 DE:1200 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [15 c2 ef]
==> 2df2:  JP NZ, 2defh        PC:2def AF:0002 BC:4713 DE:1200 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [c2 ef 2d]
==> 2def:  LD (BC), A          PC:2df0 AF:0002 BC:4713 DE:1200 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [02 03 15]
==> 2df0:  INC BC              PC:2df1 AF:0002 BC:4714 DE:1200 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [03 15 c2]
==> 2df1:  DEC D               PC:2df2 AF:0002 BC:4714 DE:1100 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [15 c2 ef]
==> 2df2:  JP NZ, 2defh        PC:2def AF:0002 BC:4714 DE:1100 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [c2 ef 2d]
==> 2def:  LD (BC), A          PC:2df0 AF:0002 BC:4714 DE:1100 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [02 03 15]
==> 2df0:  INC BC              PC:2df1 AF:0002 BC:4715 DE:1100 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [03 15 c2]
==> 2df1:  DEC D               PC:2df2 AF:0002 BC:4715 DE:1000 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [15 c2 ef]
==> 2df2:  JP NZ, 2defh        PC:2def AF:0002 BC:4715 DE:1000 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [c2 ef 2d]
==> 2def:  LD (BC), A          PC:2df0 AF:0002 BC:4715 DE:1000 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [02 03 15]
==> 2df0:  INC BC              PC:2df1 AF:0002 BC:4716 DE:1000 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [03 15 c2]
==> 2df1:  DEC D               PC:2df2 AF:001a BC:4716 DE:0f00 HL:499a SP:f789 IX:0000 IY:0000 Flags:00011010 [15 c2 ef]
==> 2df2:  JP NZ, 2defh        PC:2def AF:001a BC:4716 DE:0f00 HL:499a SP:f789 IX:0000 IY:0000 Flags:00011010 [c2 ef 2d]
==> 2def:  LD (BC), A          PC:2df0 AF:001a BC:4716 DE:0f00 HL:499a SP:f789 IX:0000 IY:0000 Flags:00011010 [02 03 15]
==> 2df0:  INC BC              PC:2df1 AF:001a BC:4717 DE:0f00 HL:499a SP:f789 IX:0000 IY:0000 Flags:00011010 [03 15 c2]
==> 2df1:  DEC D               PC:2df2 AF:000a BC:4717 DE:0e00 HL:499a SP:f789 IX:0000 IY:0000 Flags:00001010 [15 c2 ef]
==> 2df2:  JP NZ, 2defh        PC:2def AF:000a BC:4717 DE:0e00 HL:499a SP:f789 IX:0000 IY:0000 Flags:00001010 [c2 ef 2d]
==> 2def:  LD (BC), A          PC:2df0 AF:000a BC:4717 DE:0e00 HL:499a SP:f789 IX:0000 IY:0000 Flags:00001010 [02 03 15]
==> 2df0:  INC BC              PC:2df1 AF:000a BC:4718 DE:0e00 HL:499a SP:f789 IX:0000 IY:0000 Flags:00001010 [03 15 c2]
==> 2df1:  DEC D               PC:2df2 AF:000a BC:4718 DE:0d00 HL:499a SP:f789 IX:0000 IY:0000 Flags:00001010 [15 c2 ef]
==> 2df2:  JP NZ, 2defh        PC:2def AF:000a BC:4718 DE:0d00 HL:499a SP:f789 IX:0000 IY:0000 Flags:00001010 [c2 ef 2d]
==> 2def:  LD (BC), A          PC:2df0 AF:000a BC:4718 DE:0d00 HL:499a SP:f789 IX:0000 IY:0000 Flags:00001010 [02 03 15]
==> 2df0:  INC BC              PC:2df1 AF:000a BC:4719 DE:0d00 HL:499a SP:f789 IX:0000 IY:0000 Flags:00001010 [03 15 c2]
==> 2df1:  DEC D               PC:2df2 AF:000a BC:4719 DE:0c00 HL:499a SP:f789 IX:0000 IY:0000 Flags:00001010 [15 c2 ef]
==> 2df2:  JP NZ, 2defh        PC:2def AF:000a BC:4719 DE:0c00 HL:499a SP:f789 IX:0000 IY:0000 Flags:00001010 [c2 ef 2d]
==> 2def:  LD (BC), A          PC:2df0 AF:000a BC:4719 DE:0c00 HL:499a SP:f789 IX:0000 IY:0000 Flags:00001010 [02 03 15]
==> 2df0:  INC BC              PC:2df1 AF:000a BC:471a DE:0c00 HL:499a SP:f789 IX:0000 IY:0000 Flags:00001010 [03 15 c2]
==> 2df1:  DEC D               PC:2df2 AF:000a BC:471a DE:0b00 HL:499a SP:f789 IX:0000 IY:0000 Flags:00001010 [15 c2 ef]
==> 2df2:  JP NZ, 2defh        PC:2def AF:000a BC:471a DE:0b00 HL:499a SP:f789 IX:0000 IY:0000 Flags:00001010 [c2 ef 2d]
==> 2def:  LD (BC), A          PC:2df0 AF:000a BC:471a DE:0b00 HL:499a SP:f789 IX:0000 IY:0000 Flags:00001010 [02 03 15]
==> 2df0:  INC BC              PC:2df1 AF:000a BC:471b DE:0b00 HL:499a SP:f789 IX:0000 IY:0000 Flags:00001010 [03 15 c2]
==> 2df1:  DEC D               PC:2df2 AF:000a BC:471b DE:0a00 HL:499a SP:f789 IX:0000 IY:0000 Flags:00001010 [15 c2 ef]
==> 2df2:  JP NZ, 2defh        PC:2def AF:000a BC:471b DE:0a00 HL:499a SP:f789 IX:0000 IY:0000 Flags:00001010 [c2 ef 2d]
==> 2def:  LD (BC), A          PC:2df0 AF:000a BC:471b DE:0a00 HL:499a SP:f789 IX:0000 IY:0000 Flags:00001010 [02 03 15]
==> 2df0:  INC BC              PC:2df1 AF:000a BC:471c DE:0a00 HL:499a SP:f789 IX:0000 IY:0000 Flags:00001010 [03 15 c2]
==> 2df1:  DEC D               PC:2df2 AF:000a BC:471c DE:0900 HL:499a SP:f789 IX:0000 IY:0000 Flags:00001010 [15 c2 ef]
==> 2df2:  JP NZ, 2defh        PC:2def AF:000a BC:471c DE:0900 HL:499a SP:f789 IX:0000 IY:0000 Flags:00001010 [c2 ef 2d]
==> 2def:  LD (BC), A          PC:2df0 AF:000a BC:471c DE:0900 HL:499a SP:f789 IX:0000 IY:0000 Flags:00001010 [02 03 15]
==> 2df0:  INC BC              PC:2df1 AF:000a BC:471d DE:0900 HL:499a SP:f789 IX:0000 IY:0000 Flags:00001010 [03 15 c2]
==> 2df1:  DEC D               PC:2df2 AF:000a BC:471d DE:0800 HL:499a SP:f789 IX:0000 IY:0000 Flags:00001010 [15 c2 ef]
==> 2df2:  JP NZ, 2defh        PC:2def AF:000a BC:471d DE:0800 HL:499a SP:f789 IX:0000 IY:0000 Flags:00001010 [c2 ef 2d]
==> 2def:  LD (BC), A          PC:2df0 AF:000a BC:471d DE:0800 HL:499a SP:f789 IX:0000 IY:0000 Flags:00001010 [02 03 15]
==> 2df0:  INC BC              PC:2df1 AF:000a BC:471e DE:0800 HL:499a SP:f789 IX:0000 IY:0000 Flags:00001010 [03 15 c2]
==> 2df1:  DEC D               PC:2df2 AF:0002 BC:471e DE:0700 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [15 c2 ef]
==> 2df2:  JP NZ, 2defh        PC:2def AF:0002 BC:471e DE:0700 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [c2 ef 2d]
==> 2def:  LD (BC), A          PC:2df0 AF:0002 BC:471e DE:0700 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [02 03 15]
==> 2df0:  INC BC              PC:2df1 AF:0002 BC:471f DE:0700 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [03 15 c2]
==> 2df1:  DEC D               PC:2df2 AF:0002 BC:471f DE:0600 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [15 c2 ef]
==> 2df2:  JP NZ, 2defh        PC:2def AF:0002 BC:471f DE:0600 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [c2 ef 2d]
==> 2def:  LD (BC), A          PC:2df0 AF:0002 BC:471f DE:0600 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [02 03 15]
==> 2df0:  INC BC              PC:2df1 AF:0002 BC:4720 DE:0600 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [03 15 c2]
==> 2df1:  DEC D               PC:2df2 AF:0002 BC:4720 DE:0500 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [15 c2 ef]
==> 2df2:  JP NZ, 2defh        PC:2def AF:0002 BC:4720 DE:0500 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [c2 ef 2d]
==> 2def:  LD (BC), A          PC:2df0 AF:0002 BC:4720 DE:0500 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [02 03 15]
==> 2df0:  INC BC              PC:2df1 AF:0002 BC:4721 DE:0500 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [03 15 c2]
==> 2df1:  DEC D               PC:2df2 AF:0002 BC:4721 DE:0400 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [15 c2 ef]
==> 2df2:  JP NZ, 2defh        PC:2def AF:0002 BC:4721 DE:0400 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [c2 ef 2d]
==> 2def:  LD (BC), A          PC:2df0 AF:0002 BC:4721 DE:0400 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [02 03 15]
==> 2df0:  INC BC              PC:2df1 AF:0002 BC:4722 DE:0400 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [03 15 c2]
==> 2df1:  DEC D               PC:2df2 AF:0002 BC:4722 DE:0300 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [15 c2 ef]
==> 2df2:  JP NZ, 2defh        PC:2def AF:0002 BC:4722 DE:0300 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [c2 ef 2d]
==> 2def:  LD (BC), A          PC:2df0 AF:0002 BC:4722 DE:0300 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [02 03 15]
==> 2df0:  INC BC              PC:2df1 AF:0002 BC:4723 DE:0300 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [03 15 c2]
==> 2df1:  DEC D               PC:2df2 AF:0002 BC:4723 DE:0200 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [15 c2 ef]
==> 2df2:  JP NZ, 2defh        PC:2def AF:0002 BC:4723 DE:0200 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [c2 ef 2d]
==> 2def:  LD (BC), A          PC:2df0 AF:0002 BC:4723 DE:0200 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [02 03 15]
==> 2df0:  INC BC              PC:2df1 AF:0002 BC:4724 DE:0200 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [03 15 c2]
==> 2df1:  DEC D               PC:2df2 AF:0002 BC:4724 DE:0100 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [15 c2 ef]
==> 2df2:  JP NZ, 2defh        PC:2def AF:0002 BC:4724 DE:0100 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [c2 ef 2d]
==> 2def:  LD (BC), A          PC:2df0 AF:0002 BC:4724 DE:0100 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [02 03 15]
==> 2df0:  INC BC              PC:2df1 AF:0002 BC:4725 DE:0100 HL:499a SP:f789 IX:0000 IY:0000 Flags:00000010 [03 15 c2]
==> 2df1:  DEC D               PC:2df2 AF:0042 BC:4725 DE:0000 HL:499a SP:f789 IX:0000 IY:0000 Flags:01000010 [15 c2 ef]
==> 2df2:  JP NZ, 2defh        PC:2df5 AF:0042 BC:4725 DE:0000 HL:499a SP:f789 IX:0000 IY:0000 Flags:01000010 [c2 ef 2d]
==> 2df5:  RET                 PC:34ec AF:0042 BC:4725 DE:0000 HL:499a SP:f78b IX:0000 IY:0000 Flags:01000010 [c9 cd 80]
==> 34ec:  POP AF              PC:34ed AF:0042 BC:4725 DE:0000 HL:499a SP:f78d IX:0000 IY:0000 Flags:01000010 [f1 c1 3d]
==> 34ed:  POP BC              PC:34ee AF:0042 BC:2dbc DE:0000 HL:499a SP:f78f IX:0000 IY:0000 Flags:01000010 [c1 3d f2]
==> 34ee:  DEC A               PC:34ef AF:ffba BC:2dbc DE:0000 HL:499a SP:f78f IX:0000 IY:0000 Flags:10111010 [3d f2 e4]
==> 34ef:  JP P, 34e4h         PC:34f2 AF:ffba BC:2dbc DE:0000 HL:499a SP:f78f IX:0000 IY:0000 Flags:10111010 [f2 e4 34]
==> 34f2:  POP HL              PC:34f3 AF:ffba BC:2dbc DE:0000 HL:499a SP:f791 IX:0000 IY:0000 Flags:10111010 [e1 c9 c1]
==> 34f3:  RET                 PC:350e AF:ffba BC:2dbc DE:0000 HL:499a SP:f793 IX:0000 IY:0000 Flags:10111010 [c9 c1 e1]
==> 350e:  POP BC              PC:350f AF:ffba BC:00bf DE:0000 HL:499a SP:f795 IX:0000 IY:0000 Flags:10111010 [c1 d1 af]
==> 350f:  POP DE              PC:3510 AF:ffba BC:00bf DE:4997 HL:499a SP:f797 IX:0000 IY:0000 Flags:10111010 [d1 af c9]
==> 3510:  XOR A, A            PC:3511 AF:0044 BC:00bf DE:4997 HL:499a SP:f797 IX:0000 IY:0000 Flags:01000100 [af c9 cd]
==> 3511:  RET                 PC:0d75 AF:0044 BC:00bf DE:4997 HL:499a SP:f799 IX:0000 IY:0000 Flags:01000100 [c9 cd 74]
==> 0d75:  POP BC              PC:0d76 AF:0044 BC:46ee DE:4997 HL:499a SP:f79b IX:0000 IY:0000 Flags:01000100 [c1 2a 2b]
==> 0d76:  LD HL, (072bh)      PC:0d79 AF:0044 BC:46ee DE:4997 HL:f79b SP:f79b IX:0000 IY:0000 Flags:01000100 [2a 2b 07]
==> 0d79:  DEC HL              PC:0d7a AF:0044 BC:46ee DE:4997 HL:f79a SP:f79b IX:0000 IY:0000 Flags:01000100 [2b 2b 22]
==> 0d7a:  DEC HL              PC:0d7b AF:0044 BC:46ee DE:4997 HL:f799 SP:f79b IX:0000 IY:0000 Flags:01000100 [2b 22 17]
==> 0d7b:  LD (0a17h), HL      PC:0d7e AF:0044 BC:46ee DE:4997 HL:f799 SP:f79b IX:0000 IY:0000 Flags:01000100 [22 17 0a]
==> 0d7e:  INC HL              PC:0d7f AF:0044 BC:46ee DE:4997 HL:f79a SP:f79b IX:0000 IY:0000 Flags:01000100 [23 23 f9]
==> 0d7f:  INC HL              PC:0d80 AF:0044 BC:46ee DE:4997 HL:f79b SP:f79b IX:0000 IY:0000 Flags:01000100 [23 f9 21]
==> 0d80:  LD SP, HL           PC:0d81 AF:0044 BC:46ee DE:4997 HL:f79b SP:f79b IX:0000 IY:0000 Flags:01000100 [f9 21 e4]
==> 0d81:  LD HL, 09e4h        PC:0d84 AF:0044 BC:46ee DE:4997 HL:09e4 SP:f79b IX:0000 IY:0000 Flags:01000100 [21 e4 09]
==> 0d84:  LD (09e2h), HL      PC:0d87 AF:0044 BC:46ee DE:4997 HL:09e4 SP:f79b IX:0000 IY:0000 Flags:01000100 [22 e2 09]
==> 0d87:  CALL 1111h          PC:1111 AF:0044 BC:46ee DE:4997 HL:09e4 SP:f799 IX:0000 IY:0000 Flags:01000100 [cd 11 11]
==> 1111:  XOR A, A            PC:1112 AF:0044 BC:46ee DE:4997 HL:09e4 SP:f799 IX:0000 IY:0000 Flags:01000100 [af 32 26]
==> 1112:  LD (0726h), A       PC:1115 AF:0044 BC:46ee DE:4997 HL:09e4 SP:f799 IX:0000 IY:0000 Flags:01000100 [32 26 07]
==> 1115:  LD A, (0725h)       PC:1118 AF:0044 BC:46ee DE:4997 HL:09e4 SP:f799 IX:0000 IY:0000 Flags:01000100 [3a 25 07]
==> 1118:  OR A, A             PC:1119 AF:0044 BC:46ee DE:4997 HL:09e4 SP:f799 IX:0000 IY:0000 Flags:01000100 [b7 c8 3e]
==> 1119:  RET Z               PC:0d8a AF:0044 BC:46ee DE:4997 HL:09e4 SP:f79b IX:0000 IY:0000 Flags:01000100 [c8 3e 0d]
==> 0d8a:  CALL 1886h          PC:1886 AF:0044 BC:46ee DE:4997 HL:09e4 SP:f799 IX:0000 IY:0000 Flags:01000100 [cd 86 18]
==> 1886:  XOR A, A            PC:1887 AF:0044 BC:46ee DE:4997 HL:09e4 SP:f799 IX:0000 IY:0000 Flags:01000100 [af 32 26]
==> 1887:  LD (0726h), A       PC:188a AF:0044 BC:46ee DE:4997 HL:09e4 SP:f799 IX:0000 IY:0000 Flags:01000100 [32 26 07]
==> 188a:  PUSH HL             PC:188b AF:0044 BC:46ee DE:4997 HL:09e4 SP:f797 IX:0000 IY:0000 Flags:01000100 [e5 67 6f]
==> 188b:  LD H, A             PC:188c AF:0044 BC:46ee DE:4997 HL:00e4 SP:f797 IX:0000 IY:0000 Flags:01000100 [67 6f 22]
==> 188c:  LD L, A             PC:188d AF:0044 BC:46ee DE:4997 HL:0000 SP:f797 IX:0000 IY:0000 Flags:01000100 [6f 22 35]
==> 188d:  LD (0735h), HL      PC:1890 AF:0044 BC:46ee DE:4997 HL:0000 SP:f797 IX:0000 IY:0000 Flags:01000100 [22 35 07]
==> 1890:  POP HL              PC:1891 AF:0044 BC:46ee DE:4997 HL:09e4 SP:f799 IX:0000 IY:0000 Flags:01000100 [e1 c9 cd]
==> 1891:  RET                 PC:0d8d AF:0044 BC:46ee DE:4997 HL:09e4 SP:f79b IX:0000 IY:0000 Flags:01000100 [c9 cd ba]
==> 0d8d:  XOR A, A            PC:0d8e AF:0044 BC:46ee DE:4997 HL:09e4 SP:f79b IX:0000 IY:0000 Flags:01000100 [af 67 6f]
==> 0d8e:  LD H, A             PC:0d8f AF:0044 BC:46ee DE:4997 HL:00e4 SP:f79b IX:0000 IY:0000 Flags:01000100 [67 6f 32]
==> 0d8f:  LD L, A             PC:0d90 AF:0044 BC:46ee DE:4997 HL:0000 SP:f79b IX:0000 IY:0000 Flags:01000100 [6f 32 0b]
==> 0d90:  LD (0a0bh), A       PC:0d93 AF:0044 BC:46ee DE:4997 HL:0000 SP:f79b IX:0000 IY:0000 Flags:01000100 [32 0b 0a]
==> 0d93:  PUSH HL             PC:0d94 AF:0044 BC:46ee DE:4997 HL:0000 SP:f799 IX:0000 IY:0000 Flags:01000100 [e5 c5 2a]
==> 0d94:  PUSH BC             PC:0d95 AF:0044 BC:46ee DE:4997 HL:0000 SP:f797 IX:0000 IY:0000 Flags:01000100 [c5 2a 0d]
==> 0d95:  LD HL, (0a0dh)      PC:0d98 AF:0044 BC:46ee DE:4997 HL:4997 SP:f797 IX:0000 IY:0000 Flags:01000100 [2a 0d 0a]
==> 0d98:  RET                 PC:46ee AF:0044 BC:46ee DE:4997 HL:4997 SP:f799 IX:0000 IY:0000 Flags:01000100 [c9 3e 3f]
==> 46ee:  LD HL, (072fh)      PC:46f1 AF:0044 BC:46ee DE:4997 HL:4998 SP:f799 IX:0000 IY:0000 Flags:01000100 [2a 2f 07]
==> 46f1:  DEC HL              PC:46f2 AF:0044 BC:46ee DE:4997 HL:4997 SP:f799 IX:0000 IY:0000 Flags:01000100 [2b 36 00]
==> 46f2:  LD (HL), 00h        PC:46f4 AF:0044 BC:46ee DE:4997 HL:4997 SP:f799 IX:0000 IY:0000 Flags:01000100 [36 00 2a]
==> 46f4:  LD HL, (075ah)      PC:46f7 AF:0044 BC:46ee DE:4997 HL:0080 SP:f799 IX:0000 IY:0000 Flags:01000100 [2a 5a 07]
==> 46f7:  LD A, (HL)          PC:46f8 AF:0044 BC:46ee DE:4997 HL:0080 SP:f799 IX:0000 IY:0000 Flags:01000100 [7e b7 c2]
==> 46f8:  OR A, A             PC:46f9 AF:0044 BC:46ee DE:4997 HL:0080 SP:f799 IX:0000 IY:0000 Flags:01000100 [b7 c2 cf]
==> 46f9:  JP NZ, 33cfh        PC:46fc AF:0044 BC:46ee DE:4997 HL:0080 SP:f799 IX:0000 IY:0000 Flags:01000100 [c2 cf 33]
==> 46fc:  JP 0ba2h            PC:0ba2 AF:0044 BC:46ee DE:4997 HL:0080 SP:f799 IX:0000 IY:0000 Flags:01000100 [c3 a2 0b]
==> 0ba2:  CALL 1111h          PC:1111 AF:0044 BC:46ee DE:4997 HL:0080 SP:f797 IX:0000 IY:0000 Flags:01000100 [cd 11 11]
==> 1111:  XOR A, A            PC:1112 AF:0044 BC:46ee DE:4997 HL:0080 SP:f797 IX:0000 IY:0000 Flags:01000100 [af 32 26]
==> 1112:  LD (0726h), A       PC:1115 AF:0044 BC:46ee DE:4997 HL:0080 SP:f797 IX:0000 IY:0000 Flags:01000100 [32 26 07]
==> 1115:  LD A, (0725h)       PC:1118 AF:0044 BC:46ee DE:4997 HL:0080 SP:f797 IX:0000 IY:0000 Flags:01000100 [3a 25 07]
==> 1118:  OR A, A             PC:1119 AF:0044 BC:46ee DE:4997 HL:0080 SP:f797 IX:0000 IY:0000 Flags:01000100 [b7 c8 3e]
==> 1119:  RET Z               PC:0ba5 AF:0044 BC:46ee DE:4997 HL:0080 SP:f799 IX:0000 IY:0000 Flags:01000100 [c8 3e 0d]
==> 0ba5:  XOR A, A            PC:0ba6 AF:0044 BC:46ee DE:4997 HL:0080 SP:f799 IX:0000 IY:0000 Flags:01000100 [af 32 2a]
==> 0ba6:  LD (072ah), A       PC:0ba9 AF:0044 BC:46ee DE:4997 HL:0080 SP:f799 IX:0000 IY:0000 Flags:01000100 [32 2a 07]
==> 0ba9:  CALL 3458h          PC:3458 AF:0044 BC:46ee DE:4997 HL:0080 SP:f797 IX:0000 IY:0000 Flags:01000100 [cd 58 34]
==> 3458:  CALL 1886h          PC:1886 AF:0044 BC:46ee DE:4997 HL:0080 SP:f795 IX:0000 IY:0000 Flags:01000100 [cd 86 18]
==> 1886:  XOR A, A            PC:1887 AF:0044 BC:46ee DE:4997 HL:0080 SP:f795 IX:0000 IY:0000 Flags:01000100 [af 32 26]
==> 1887:  LD (0726h), A       PC:188a AF:0044 BC:46ee DE:4997 HL:0080 SP:f795 IX:0000 IY:0000 Flags:01000100 [32 26 07]
==> 188a:  PUSH HL             PC:188b AF:0044 BC:46ee DE:4997 HL:0080 SP:f793 IX:0000 IY:0000 Flags:01000100 [e5 67 6f]
==> 188b:  LD H, A             PC:188c AF:0044 BC:46ee DE:4997 HL:0080 SP:f793 IX:0000 IY:0000 Flags:01000100 [67 6f 22]
==> 188c:  LD L, A             PC:188d AF:0044 BC:46ee DE:4997 HL:0000 SP:f793 IX:0000 IY:0000 Flags:01000100 [6f 22 35]
==> 188d:  LD (0735h), HL      PC:1890 AF:0044 BC:46ee DE:4997 HL:0000 SP:f793 IX:0000 IY:0000 Flags:01000100 [22 35 07]
==> 1890:  POP HL              PC:1891 AF:0044 BC:46ee DE:4997 HL:0080 SP:f795 IX:0000 IY:0000 Flags:01000100 [e1 c9 cd]
==> 1891:  RET                 PC:345b AF:0044 BC:46ee DE:4997 HL:0080 SP:f797 IX:0000 IY:0000 Flags:01000100 [c9 cd ba]
==> 345b:  CALL 2dbch          PC:2dbc AF:0044 BC:46ee DE:4997 HL:0080 SP:f795 IX:0000 IY:0000 Flags:01000100 [cd bc 2d]
==> 2dbc:  CALL 3283h          PC:3283 AF:0044 BC:46ee DE:4997 HL:0080 SP:f793 IX:0000 IY:0000 Flags:01000100 [cd 83 32]
==> 3283:  LD E, A             PC:3284 AF:0044 BC:46ee DE:4900 HL:0080 SP:f793 IX:0000 IY:0000 Flags:01000100 [5f 3a 59]
==> 3284:  LD A, (0759h)       PC:3287 AF:0344 BC:46ee DE:4900 HL:0080 SP:f793 IX:0000 IY:0000 Flags:01000100 [3a 59 07]
==> 3287:  CP A, E             PC:3288 AF:0302 BC:46ee DE:4900 HL:0080 SP:f793 IX:0000 IY:0000 Flags:00000010 [bb da a7]
==> 3288:  JP C, 31a7h         PC:328b AF:0302 BC:46ee DE:4900 HL:0080 SP:f793 IX:0000 IY:0000 Flags:00000010 [da a7 31]
==> 328b:  LD D, 00h           PC:328d AF:0302 BC:46ee DE:0000 HL:0080 SP:f793 IX:0000 IY:0000 Flags:00000010 [16 00 e5]
==> 328d:  PUSH HL             PC:328e AF:0302 BC:46ee DE:0000 HL:0080 SP:f791 IX:0000 IY:0000 Flags:00000010 [e5 21 39]
==> 328e:  LD HL, 0739h        PC:3291 AF:0302 BC:46ee DE:0000 HL:0739 SP:f791 IX:0000 IY:0000 Flags:00000010 [21 39 07]
==> 3291:  ADD HL, DE          PC:3292 AF:0300 BC:46ee DE:0000 HL:0739 SP:f791 IX:0000 IY:0000 Flags:00000000 [19 19 4e]
==> 3292:  ADD HL, DE          PC:3293 AF:0300 BC:46ee DE:0000 HL:0739 SP:f791 IX:0000 IY:0000 Flags:00000000 [19 4e 23]
==> 3293:  LD C, (HL)          PC:3294 AF:0300 BC:46ff DE:0000 HL:0739 SP:f791 IX:0000 IY:0000 Flags:00000000 [4e 23 46]
==> 3294:  INC HL              PC:3295 AF:0300 BC:46ff DE:0000 HL:073a SP:f791 IX:0000 IY:0000 Flags:00000000 [23 46 0a]
==> 3295:  LD B, (HL)          PC:3296 AF:0300 BC:46ff DE:0000 HL:073a SP:f791 IX:0000 IY:0000 Flags:00000000 [46 0a b7]
==> 3296:  LD A, (BC)          PC:3297 AF:0000 BC:46ff DE:0000 HL:073a SP:f791 IX:0000 IY:0000 Flags:00000000 [0a b7 e1]
==> 3297:  OR A, A             PC:3298 AF:0044 BC:46ff DE:0000 HL:073a SP:f791 IX:0000 IY:0000 Flags:01000100 [b7 e1 c9]
==> 3298:  POP HL              PC:3299 AF:0044 BC:46ff DE:0000 HL:0080 SP:f793 IX:0000 IY:0000 Flags:01000100 [e1 c9 cd]
